一一	1.1
俞善吾	341252.4324.12518
俞善吾	341252.432430.125180
俞国宝	341252.2.4611
俞国宝	341252.251141.46114
俞国桢	341252.2.12212
俞国桢	341252.251141.122128
俞培	341252.1961
俞培	341252.196180
俞基	341252.701
俞基	341252.7019
俞堉	341252.194151
俞堤	341252.19817
俞堤	341252.198176
俞塞	341252.46781
俞塞	341252.467819
俞士崧	341252.19.20123
俞士崧	341252.19.201234
俞士镐	341252.19.91418
俞士镐	341252.19.914180
俞声	341252.1952
俞声	341252.195213
俞处士	341252.9024.19
俞复	341252.3181
俞复	341252.318190
俞大柄	341252.134.121254
俞大猷	341252.134.437514
俞大纯	341252.134.55152
俞大纯	341252.134.551525
俞大纲	341252.134.55253
俞大纲	341252.134.552534
俞大荣	341252.134.1745
俞大荣	341252.134.174512
俞大鸿	341252.134.441216
俞奇逢	341252.13418.907
俞奇逢	341252.134182.907144
俞子清	341252.58.4471
俞子清	341252.58.447121
俞存仁	341252.13258.3211
俞存熙	341252.13258.7251
俞存熙	341252.13258.725159
俞存胜	341252.13258.363
俞存胜	341252.13258.36371
俞学易	341252.64.8135
俞学易	341252.6458.813533
俞安期	341252.465.703
俞安期	341252.4659.7036
俞宗原	341252.46112.133
俞宗原	341252.461124.133814
俞宗大	341252.46112.134
俞宗大	341252.461124.134
俞宗怡	341252.46112.49548
俞宗怡	341252.461124.495480
俞宗曜	341252.46112.81043
俞宗曜	341252.461124.810431
俞宗礼	341252.46112.625
俞宗礼	341252.461124.625
俞实砚	341252.464.14253
俞实砚	341252.464414.142535
俞宪	341252.46319
俞宪	341252.463195
俞寰	341252.4684
俞寰	341252.468414
俞寿恒	341252.731.49181
俞寿恒	341252.73124.491811
俞寿柏	341252.731.12381
俞寿柏	341252.73124.12381
俞尚径	341252.2480.33541
俞尚径	341252.2480.335411
俞居安	341252.0712.465
俞居安	341252.071280.4659
俞山	341252.20
俞岩隐	341252.2014.52350
俞岩隐	341252.2014.523505
俞岳	341252.982
俞岳	341252.9820
俞嵚奇	341252.20913.13418
俞嵚奇	341252.209134.134182
俞希允	341252.3413.5435
俞希允	341252.341325.5435
俞希鲁	341252.3413.9581
俞希鲁	341252.341325.9581
俞平伯	341252.143.32381
俞平伯	341252.1432.32381
俞庆恩	341252.471.251345
俞庆恩	341252.47134.251345
俞庆棠	341252.471.2412
俞庆棠	341252.47134.2412
俞应麓	341252.476.121247
俞应麓	341252.4764.121247
俞庭椿	341252.4731.12738
俞庭椿	341252.473194.127381
俞庭芳	341252.4731.1760
俞庭芳	341252.473194.1760
俞庸	341252.47012
俞庸	341252.470122
俞廉三	341252.4743.111
俞廉三	341252.474304.111
俞廷	341252.31954
俞廷卜	341252.31954.24
俞廷恩	341252.31954.251345
俞廷槐	341252.31954.1299
俞廷谔	341252.31954.40808
俞廷谔	341252.31954.408085
俞弁	341252.54132
俞彦	341252.61333
俞彦	341252.613333
俞德渊	341252.3312.44368
俞德渊	341252.331285.443682
俞必舆	341252.65.987
俞必舆	341252.65.987754
俞必达	341252.65.13445
俞必达	341252.65.134454
俞思远	341252.836.11354
俞思远	341252.8365.113544
俞恩	341252.251345
俞恩焕	341252.251345.69352
俞恩焕	341252.251345.693524
俞成	341252.135
俞成	341252.135534
俞成华	341252.135.32351
俞成华	341252.135534.323512
俞成辉	341252.135.24354
俞成辉	341252.135534.243547
俞扶九	341252.1011.35
俞扶九	341252.101134.35
俞承宗	341252.5853.46112
俞承宗	341252.58534.461124
俞承浩	341252.5853.443190
俞承浩	341252.58534.443190
俞承芳	341252.5853.1760
俞承芳	341252.58534.1760
俞括	341252.1092
俞振飞	341252.10131.534
俞振飞	341252.101314.534
俞敏宏	341252.31069.46135
俞敏宏	341252.310690.461354
俞敦培	341252.41589.1961
俞敦培	341252.415890.196180
俞敬之	341252.173.454
俞敬之	341252.173580.454
俞文俊	341252.66.325430
俞文慧	341252.66.717
俞文慧	341252.66.717105
俞文豹	341252.66.3935
俞文豹	341252.66.39354
俞文韶	341252.66.61815
俞文韶	341252.66.618150
俞斌	341252.6611
俞斌	341252.661124
俞时篱	341252.811.3741
俞时篱	341252.81124.374134
俞昌	341252.8181
俞昌准	341252.8181.41324
俞昌准	341252.8181.413241
俞昌檀	341252.8181.124121
俞昌言	341252.8181.40
俞明	341252.8136
俞明堂	341252.8136.2419
俞明震	341252.8136.1613
俞明震	341252.8136.161314
俞景	341252.814
俞景	341252.814124
俞景山	341252.814.20
俞景山	341252.814124.20
俞晴	341252.8171
俞晴	341252.817121
俞松	341252.1234
俞松	341252.123454
俞果	341252.8112
俞某	341252.1812
俞柰云	341252.121124.1154
俞栗	341252.7412
俞桂	341252.12191
俞桂	341252.121919
俞桐	341252.12251
俞桐	341252.122510
俞梅生	341252.1231.371
俞梅生	341252.123106.371
俞森	341252.121212
俞椿	341252.12738
俞椿	341252.127381
俞榕	341252.12469
俞榕	341252.124694
俞樟根	341252.12618.120
俞樟根	341252.126182.1203
俞樾	341252.1276
俞樾	341252.127614
俞歗	341252.012324
俞正声	341252.121.1952
俞正声	341252.121.195213
俞正燮	341252.121.4069
俞正燮	341252.121.406964
俞殉	341252.13358
俞殉	341252.133581
俞永弼	341252.455.5713
俞永弼	341252.45534.571387
俞汝尚	341252.4459.2480
俞汝霆	341252.4459.16319
俞汝霆	341252.4459.163194
俞泉璋	341252.3812.1161
俞泉璋	341252.381254.116182
俞泰	341252.732
俞泰	341252.732414
俞洋	341252.4443
俞洋	341252.44432
俞洲	341252.44434
俞洲	341252.444342
俞洵庆	341252.443581.471
俞洵庆	341252.443581.47134
俞济时	341252.44663.811
俞济时	341252.446632.81124
俞涉	341252.44212
俞涉	341252.442123
俞润	341252.4442
俞润	341252.444211
俞涵	341252.44524
俞涵	341252.445242
俞淑贞	341252.44875.2128
俞淑贞	341252.448754.2128
俞清标	341252.4471.1211
俞清标	341252.447121.121124
俞清泉	341252.4471.3812
俞清泉	341252.447121.381254
俞源泽	341252.44133.445412
俞源泽	341252.441334.445412
俞澄	341252.4456
俞澄	341252.445611
俞澍	341252.447914
俞瀚	341252.441284
俞灏明	341252.44814.8136
俞灏明	341252.448148.8136
俞焜	341252.69811
俞焜	341252.698115
俞熊	341252.542519
俞玫	341252.1190
俞珙	341252.11183
俞珙	341252.111834
俞珽	341252.113194
俞理	341252.118
俞理	341252.118121
俞琬	341252.11469
俞琬	341252.114695
俞琬纶	341252.11469.553435
俞琬纶	341252.114695.553435
俞用	341252.351
俞用	341252.35112
俞礼	341252.625
俞笙	341252.3737
俞笙	341252.37371
俞筱秋	341252.37322.926
俞筱秋	341252.373220.9269
俞素	341252.715
俞素	341252.715624
俞纲	341252.55253
俞纲	341252.552534
俞翠薇	341252.044.17332
俞翠薇	341252.044132.173320
俞联芳	341252.724.1760
俞联芳	341252.724334.1760
俞臣	341252.72
俞致贞	341252.1541.2128
俞致贞	341252.154190.2128
俞舜臣	341252.3945.72
俞舜臣	341252.394592.72
俞良甫	341252.403.12511
俞良甫	341252.403.125114
俞莹	341252.174514
俞菊生	341252.17356.371
俞菊生	341252.173568.371
俞蓬洲	341252.17907.44434
俞蓬洲	341252.179074.444342
俞蘅	341252.17333
俞蘅	341252.173332
俞蛟	341252.26663
俞蛟	341252.266634
俞行之	341252.3311.454
俞行之	341252.33112.454
俞衷一	341252.41235.1
俞衷一	341252.412354.1
俞贞木	341252.2128.12
俞贵方	341252.8021.60
俞贵方	341252.802128.60
俞达	341252.13445
俞达	341252.134454
俞远	341252.11354
俞远	341252.113544
俞逊	341252.5823
俞逊	341252.582344
俞通海	341252.542.4431
俞通海	341252.542514.443106
俞通渊	341252.542.44368
俞通渊	341252.542514.443682
俞通源	341252.542.44133
俞通源	341252.542514.441334
俞道安	341252.4338.465
俞道安	341252.433824.4659
俞金鏊	341252.91.715391
俞钰	341252.9111
俞钰	341252.91114
俞锷	341252.918085
俞锺蛮	341252.913181.6626
俞镇	341252.91122
俞镇	341252.911224
俞镒	341252.91433
俞镒	341252.914334
俞闻善	341252.427.4324
俞闻善	341252.4272.432430
俞闻嘉	341252.427.795
俞闻嘉	341252.4272.795380
俞际华	341252.52112.32351
俞际华	341252.521124.323512
俞陛云	341252.52153.1154
俞陛云	341252.521539.1154
俞隆华	341252.52901.32351
俞隆华	341252.529011.323512
俞静	341252.712
俞静	341252.712512
俞韫玉	341252.11528.114
俞韫玉	341252.115284.114
俞顺	341252.3221
俞顺	341252.322138
俞颖	341252.3592
俞颖	341252.359218
俞飞鸿	341252.534.441216
俞飞鹏	341252.534.36369
俞飞鹏	341252.534.363696
俞骏	341252.50543
俞骏	341252.505430
俞鸿	341252.441216
俞鸿钧	341252.441216.913541
俞鹏	341252.36369
俞鹏	341252.363696
俞鹳	341252.178086
俞麟	341252.4768
俞麟	341252.476892
俞龄	341252.2134
俞龄	341252.213444
俟罗君	32549.849.01380
俟罗君	325494.8490.01380
信世昌	3240.185.8181
信乐团	3240.352.25123
信乐团	3240.35234.251231
信修	3240.322
信修	3240.322903
信勤	3240.1853
信国公	3240.2.3454
信国公	3240.251141.3454
信嫔辛氏	3240.594694.6112.3515
信成公主	3240.135.3454.411
信成公主	3240.135534.3454.411
信甫	3240.12511
信甫	3240.125114
信苴日	3240.1727.81
信陵	3240.5219
信陵	3240.521930
信陵君	3240.5219.01380
信陵君	3240.521930.01380
信陵君杀晋鄙	3240.5219.01380.3412.1228.801222
信陵君杀晋鄙	3240.521930.01380.3412.12281.801222
修上人	322.21.34
修上人	322903.21.34
修仪	322.32434
修仪	322903.32434
修允	322.5435
修允	322903.5435
修军	322.45
修军	322903.4577
修则	322.282
修则	322903.2822
修华	322.32351
修华	322903.323512
修媛	322.5939
修媛	322903.593914
修容	322.4694
修容	322903.4694
修庆	322.471
修庆	322903.47134
修打兰	322.1012.43
修打兰	322903.1012.43
修承浩	322.5853.443190
修承浩	322903.58534.443190
修文馆	322.66.304
修文馆	322903.66.304621
修明法师	322.8136.44.231
修明法师	322903.8136.441954.23125
修昔底德	322.1881.473.3312
修昔底德	322903.1881.473514.331285
修晶双	322.818.5454
修晶双	322903.818181.5454
修梅	322.1231
修梅	322903.123106
修睦	322.82193
修睦	322903.821939
修美娜	322.431.5951
修美娜	322903.431114.595152
修范	322.17445
修范	322903.174455
俺命	321345.3418
俺命	321345.341802
俺答	321345.3794
俾麦斯	323812.719.7033
俾麦斯	323812.7190.7033
倍赏千惠子	326.2428.312.18121.58
倍赏千惠子	326180.2428.312.181215.58
倍赏美津子	326.2428.431.4401.58
倍赏美津子	326180.2428.431114.4401.58
倒计时乐队	3215.4012.811.352.5234
倒计时乐队	321542.4012.81124.35234.5234
倓虚	32696.872
倓虚	326969.8722
候仁之	3225.3211.454
候仁之	322514.3211.454
候尼勋	3225.0735.80285
候尼勋	322514.0735.802853
候逸凡	3225.358034.354
候逸凡	322514.358034.354
倡伎	32818.321254
倡伎	328181.321254
倪一膺	3298.1.473231
倪一膺	329835.1.473231
倪世瑛	3298.185.1117
倪世瑛	329835.185.111724
倪世荣	3298.185.1745
倪世荣	329835.185.174512
倪中	3298.802
倪中	329835.802
倪为炳	3298.4.69125
倪为炳	329835.4354.691254
倪为贤	3298.4.22542
倪为贤	329835.4354.225428
倪云林	3298.1154.1212
倪云林	329835.1154.1212
倪仁吉	3298.3211.1980
倪仁吉	329835.3211.1980
倪企望	3298.3421.4153
倪企望	329835.3421.415361
倪伯益	3298.32381.43348
倪伯益	329835.32381.433484
倪元璐	3298.1135.1129
倪元璐	329835.1135.112990
倪兆渔	3298.34153.4495
倪兆渔	329835.341534.4495
倪光沂	3298.24.4433
倪光沂	329835.2435.4433
倪克修	3298.12803.322
倪克修	329835.128035.322903
倪克让	3298.12803.402
倪克让	329835.128035.4021
倪华	3298.32351
倪华	329835.323512
倪名璨	3298.90.11219
倪名璨	329835.9080.112196
倪向仁	3298.3258.3211
倪向仁	329835.32580.3211
倪含	3298.34458
倪含	329835.344580
倪周发	3298.3519.535
倪周发	329835.351980.53544
倪嗣冲	3298.802510.41802
倪嗣冲	329835.802510.41802
倪国正	3298.2.121
倪国正	329835.251141.121
倪国琏	3298.2.1177
倪国琏	329835.251141.117744
倪在田	3298.132.83
倪在田	329835.13219.83
倪坤	3298.1983
倪坤	329835.1983
倪墦	3298.19368
倪墦	329835.193683
倪士崇	3298.19.204
倪士崇	329835.19.204614
倪士毅	3298.19.6135
倪士毅	329835.19.613534
倪复堂	3298.3181.2419
倪复堂	329835.318190.2419
倪复庭	3298.3181.4731
倪复庭	329835.318190.473194
倪天增	3298.1134.1943
倪天增	329835.1134.194321
倪天鳖	3298.1134.68909
倪天鳖	329835.1134.689095
倪媚儿	3298.595212.35
倪媚儿	329835.595212.35
倪孟贤	3298.588.22542
倪孟贤	329835.5884.225428
倪学圃	3298.64.25125
倪学圃	329835.6458.251251
倪安东	3298.465.152
倪安东	329835.4659.15234
倪宏	3298.46135
倪宏	329835.461354
倪宗器	3298.46112.80801
倪宗器	329835.461124.808010
倪宗正	3298.46112.121
倪宗正	329835.461124.121
倪宗贤	3298.46112.22542
倪宗贤	329835.461124.225428
倪宜子	3298.4627.58
倪宜子	329835.4627.58
倪宝城	3298.4611.1913
倪宝城	329835.46114.191354
倪宝楗	3298.4611.12011
倪宝楗	329835.46114.120154
倪宪	3298.46319
倪宪	329835.463195
倪宽	3298.4617
倪宽	329835.461725
倪少杰	3298.2343.1269
倪少杰	329835.2343.1269
倪岳	3298.982
倪岳	329835.9820
倪峻	3298.2054
倪峻	329835.205430
倪常明	3298.242.8136
倪常明	329835.2425.8136
倪应复	3298.476.3181
倪应复	329835.4764.318190
倪应眷	3298.476.4382
倪应眷	329835.4764.4382
倪应颐	3298.476.721
倪应颐	329835.4764.721328
倪度	3298.4718
倪度	329835.471854
倪廷对	3298.31954.541
倪廷对	329835.31954.54124
倪廷梅	3298.31954.1231
倪廷梅	329835.31954.123106
倪志远	3298.1965.11354
倪志远	329835.1965.113544
倪思	3298.836
倪思	329835.8365
倪思宽	3298.836.4617
倪思宽	329835.8365.461725
倪恒昌	3298.49181.8181
倪恒昌	329835.491811.8181
倪恩龄	3298.251345.2134
倪恩龄	329835.251345.213444
倪承天	3298.5853.1134
倪承天	329835.58534.1134
倪承宽	3298.5853.4617
倪承宽	329835.58534.461725
倪振猷	3298.10131.437514
倪振猷	329835.101314.437514
倪捷升	3298.1010.3132
倪捷升	329835.101014.3132
倪掌书	3298.249.5524
倪掌书	329835.2497.5524
倪敬	3298.173
倪敬	329835.173580
倪文兰	3298.66.43
倪文兰	329835.66.43
倪文焕	3298.66.69352
倪文焕	329835.66.693524
倪文甫	3298.66.12511
倪文甫	329835.66.125114
倪文纯	3298.66.55152
倪文纯	329835.66.551525
倪文英	3298.66.172
倪文英	329835.66.172514
倪文蔚	3298.66.1707
倪文蔚	329835.66.170714
倪方六	3298.60.66
倪方六	329835.60.66
倪映典	3298.81251.2517
倪映典	329835.812514.251714
倪晋	3298.1228
倪晋	329835.12281
倪晋培	3298.1228.1961
倪晋培	329835.12281.196180
倪朝龙	3298.128.13534
倪朝龙	329835.128116.13534
倪木痴	3298.12.4894
倪木痴	329835.12.489480
倪本毅	3298.121.6135
倪本毅	329835.121.613534
倪朴	3298.1224
倪朴	329835.1224
倪林强	3298.1212.578
倪林强	329835.1212.578026
倪枝维	3298.12125.5532
倪枝维	329835.121254.553241
倪桂珍	3298.12191.11343
倪桂珍	329835.121919.113433
倪洪章	3298.4418.61811
倪洪章	329835.441834.618112
倪济远	3298.44663.11354
倪济远	329835.446632.113544
倪海厦	3298.4431.13138
倪海厦	329835.443106.131380
倪涛	3298.4473
倪涛	329835.447314
倪润峰	3298.4442.209
倪润峰	329835.444211.209071
倪淦	3298.4491
倪淦	329835.4491
倪濒	3298.442128
倪濒	329835.442128
倪瀛	3298.444134
倪瀛	329835.444134
倪灏	3298.44814
倪灏	329835.448148
倪灿	3298.6920
倪灿	329835.6920
倪煦	3298.81358
倪煦	329835.813589
倪琇	3298.1192
倪琇	329835.119253
倪琳	3298.11121
倪琳	329835.111212
倪瑛	3298.1117
倪瑛	329835.111724
倪瑞璇	3298.11201.1160
倪瑞璇	329835.112012.116038
倪璋达	3298.1161.13445
倪璋达	329835.116182.134454
倪璠	3298.11368
倪璠	329835.113683
倪璨	3298.11219
倪璨	329835.112196
倪田	3298.83
倪田	329835.83
倪皓	3298.381310
倪皓	329835.381310
倪睿思	3298.878.836
倪睿思	329835.8782.8365
倪知化	3298.9480.3235
倪知化	329835.9480.3235
倪祚	3298.6231
倪祚	329835.623121
倪稻孙	3298.9239.582
倪稻孙	329835.923998.58234
倪端	3298.6120
倪端	329835.612012
倪素坤	3298.715.1983
倪素坤	329835.715624.1983
倪维哲	3298.5532.103380
倪维哲	329835.553241.103380
倪耀曾	3298.24350.43252
倪耀曾	329835.243501.432521
倪耀祖	3298.24350.622
倪耀祖	329835.243501.6227
倪耘	3298.711
倪耘	329835.711154
倪耿	3298.726
倪耿	329835.7269
倪若水	3298.1713.253
倪若水	329835.171380.2534
倪茹	3298.17598
倪茹	329835.175980
倪萍	3298.174412
倪萍	329835.174412
倪虹洁	3298.26121.4419
倪虹洁	329835.26121.441980
倪蜕	3298.26438
倪蜕	329835.264385
倪观海	3298.5425.4431
倪观海	329835.542535.443106
倪让	3298.402
倪让	329835.4021
倪谦	3298.40430
倪谦	329835.404304
倪象恺	3298.358.49205
倪象恺	329835.358034.492055
倪贞淑	3298.2128.44875
倪贞淑	329835.2128.448754
倪贻德	3298.285.3312
倪贻德	329835.285480.331285
倪赐	3298.288
倪赐	329835.288133
倪超	3298.7653
倪超	329835.765380
倪越石	3298.761.14
倪越石	329835.761554.14
倪辅	3298.7712
倪辅	329835.771254
倪道元	3298.4338.1135
倪道元	329835.433824.1135
倪钧	3298.913541
倪钧	329835.913541
倪铁城	3298.913.1913
倪铁城	329835.913114.191354
倪镗	3298.912419
倪镗	329835.912419
倪长犀	3298.3154.07241
倪长犀	329835.3154.072411
倪阳	3298.528
倪阳	329835.5281
倪雅丰	3298.793.71
倪雅丰	329835.793241.71
倪骧	3298.50418
倪骧	329835.504184
倪鸣时	3298.8096.811
倪鸣时	329835.8096.81124
倪鸿	3298.441216
倪鸿	329835.441216
倪麟	3298.4768
倪麟	329835.476892
倪鼎	3298.8251
倪鼎	329835.825135
倭什布	32925.3212.1325
倭什布	329259.3212.1325
倭仁	32925.3211
倭仁	329259.3211
倭黑	32925.86
倭黑	329259.86
倮倮	328112.328112
倴盏	321342.11534
倴盏	321342.115344
倾城之恋	32151.1913.454.666
倾城之恋	321518.191354.454.6665
假相国	320.1282.2
假相国	3207.1282.251141
假音人	320.6181.34
假音人	3207.6181.34
偏裨	3267.6338
偏裨	326727.633812
偓伦	320719.32343
偓伦	320719.323435
健辉	3201.24354
健辉	320154.243547
偰玉立	327154.114.61
傅上瑞	321254.21.11201
傅上瑞	321254.21.112012
傅之奕	321254.454.6613
傅之奕	321254.454.66134
傅二虞	321254.11.8780
傅二虞	321254.11.878014
傅云龙	321254.1154.13534
傅亨	321254.4152
傅京孙	321254.4123.582
傅京孙	321254.41234.58234
傅亮	321254.4135
傅仁钧	321254.3211.913541
傅介子	321254.3432.58
傅代铎	321254.32154.91541
傅代铎	321254.32154.915412
傅以和	321254.543.9
傅以和	321254.5434.9280
傅以渐	321254.543.4477
傅以渐	321254.5434.447733
傅以礼	321254.543.625
傅以礼	321254.5434.625
傅伏	321254.321344
傅伫	321254.32461
傅伯寿	321254.32381.731
傅伯寿	321254.32381.73124
傅伯成	321254.32381.135
傅伯成	321254.32381.135534
傅佐	321254.32131
傅佐	321254.321311
傅作义	321254.32312.434
傅作义	321254.323121.434
傅佥	321254.34164
傅佩嘉	321254.323515.795
傅佩嘉	321254.323515.795380
傅佩荣	321254.323515.1745
傅佩荣	321254.323515.174512
傅健行	321254.3201.3311
傅健行	321254.320154.33112
傅元和	321254.1135.9
傅元和	321254.1135.9280
傅元天	321254.1135.1134
傅兆满	321254.34153.4417
