一上一下	1.21.1.124
上之质	21.454.33122
上之质	21.454.331228
上九	21.35
上九曰	21.35.81
上也	21.525
上亦有为也	21.66.13.4.525
上亦有为也	21.66.132511.4354.525
上以厚下安宅	21.543.13815.124.465.46315
上以厚下安宅	21.5434.138158.124.4659.46315
上以忠于世主	21.543.80265.112.185.411
上以忠于世主	21.5434.80265.112.185.411
上会日	21.341.81
上会日	21.341154.81
上元夫人	21.1135.1134.34
上六	21.66
上六无实	21.66.113.464
上六无实	21.66.1135.464414
上决浮云	21.4151.4439.1154
上决浮云	21.415134.443958.1154
上刚下险	21.25342.124.52341
上刚下险	21.253422.124.523414
上升	21.3132
上及有虞	21.354.13.8780
上及有虞	21.354.132511.878014
上古有大椿者	21.1280.13.134.12738.19381
上古有大椿者	21.1280.132511.134.127381.19381
上古穴居而野处	21.1280.46.0712.1325.8121.9024
上古穴居而野处	21.1280.46.071280.132522.812114.9024
上古结绳而治	21.1280.5519.5580.1325.445
上古结绳而治	21.1280.551980.558085.132522.445480
上可以告慰古人	21.18.543.31980.0711.1280.34
上可以告慰古人	21.1802.5434.31980.071125.1280.34
上合志也	21.94.1965.525
上天梯	21.1134.12435
上天梯	21.1134.124353
上失其道	21.3113.70.4338
上失其道	21.31134.70.433824
上好义	21.595.434
上好义	21.5958.434
上好信	21.595.3240
上好信	21.5958.3240
上好礼	21.595.625
上好礼	21.5958.625
上如揖	21.598.10807
上如揖	21.5980.108072
上如标枝	21.598.1211.12125
上如标枝	21.5980.121124.121254
上将之道也	21.4129.454.4338.525
上将之道也	21.412904.454.433824.525
上巽也	21.5718.525
上巽也	21.571834.525
上帝庙	21.6125.478
上帝庙	21.6125.4783
上征武士	21.33121.1121.19
上征武士	21.33121.112154.19
上得志也	21.338.1965.525
上得志也	21.338114.1965.525
上德若谷	21.3312.1713.94
上德若谷	21.331285.171380.94
上必无为而用下	21.65.113.4.1325.351.124
上必无为而用下	21.65.1135.4354.132522.35112.124
上忘而下畔	21.415.1325.124.834
上忘而下畔	21.41565.132522.124.83432
上悖日月之明	21.491248.81.36.454.8136
上慢下暴	21.498.124.8118
上慢下暴	21.498184.124.811834
上敖	21.715390
上斩颈领	21.7733.54121.344
上斩颈领	21.7733.541218.344548
上施光也	21.6031.24.525
上施光也	21.603155.2435.525
上无为也	21.113.4.525
上无为也	21.1135.4354.525
上无以为身	21.113.543.4.99
上无以为身	21.1135.5434.4354.99
上有五管	21.13.1251.374
上有五管	21.132511.1251.374621
上有大役	21.13.134.33355
上有大役	21.132511.134.333554
上有曾	21.13.43252
上有曾	21.132511.432521
上栋下宇	21.12152.124.46112
上栋下宇	21.121524.124.46112
上治也	21.445.525
上治也	21.445480.525
上治人者	21.445.34.19381
上治人者	21.445480.34.19381
上法圆天	21.44.2580.1134
上法圆天	21.441954.258021.1134
上海天后宫	21.4431.1134.331.4680
上海天后宫	21.443106.1134.33180.468080
上海桐柏宫	21.4431.12251.12381.4680
上海桐柏宫	21.443106.122510.12381.468080
上清	21.4471
上清	21.447121
上清大洞真经	21.4471.134.4425.12273.55
上清大洞真经	21.447121.134.442510.122734.555411
上清握中诀	21.4471.1007.802.40513
上清握中诀	21.447121.100719.802.405134
上清派	21.4471.4433
上清派	21.447121.443334
上清灵宝大法	21.4471.016.4611.134.44
上清灵宝大法	21.447121.0169.46114.134.441954
上清灵宝济度金书	21.4471.016.4611.44663.4718.91.5524
上清灵宝济度金书	21.447121.0169.46114.446632.471854.91.5524
上清芙蓉冠	21.4471.17113.1746.4511
上清芙蓉冠	21.447121.171134.174694.451134
上漏下湿	21.4407.124.44812
上漏下湿	21.440716.124.448122
上火下泽	21.69.124.445412
上真观	21.12273.5425
上真观	21.122734.542535
上礼为之而莫之应则攘臂而扔之	21.625.4.454.1325.1781.454.476.282.104184.07251.1325.1053.454
上礼为之而莫之应则攘臂而扔之	21.625.4354.454.132522.178114.454.4764.2822.104184.072511.132522.1053.454
上神乘光	21.6283.31221.24
上神乘光	21.6283.312214.2435
上穷也	21.4653.525
上穷吝也	21.4653.668.525
上穷吝也	21.4653.6680.525
上窥青天	21.46113.71.1134
上窥青天	21.461135.712511.1134
上而	21.1325
上而	21.132522
上而不下	21.1325.1324.124
上而不下	21.132522.1324.124
上行也	21.3311.525
上行也	21.33112.525
上见光而下为土	21.2535.24.1325.124.4.19
上见光而下为土	21.2535.2435.132522.124.4354.19
上诚好知而无道	21.4013.595.9480.1325.113.4338
上诚好知而无道	21.401354.5958.9480.132522.1135.433824
上谋而下行货	21.4018.1325.124.3311.32352
上谋而下行货	21.401812.132522.124.33112.323528
上逆而下顺也	21.4352.1325.124.3221.525
上逆而下顺也	21.435234.132522.124.322138.525
上逮也	21.012414.525
上阳子金丹大要	21.528.58.91.3541.134.7
上阳子金丹大要	21.5281.58.91.3541.134.7459
上际于天	21.52112.112.1134
上际于天	21.521124.112.1134
上雨水流至	21.16.253.444.15419
上雨水流至	21.16.2534.444155.15419
下不厚事也	124.1324.13815.180.525
下不厚事也	124.1324.138158.180012.525
下不在田	124.1324.132.83
下不在田	124.1324.13219.83
下不当太子	124.1324.240.1344.58
下不当太子	124.1324.2401.1344.58
下与上同德则不臣	124.151.21.25.3312.282.1324.72
下与上同德则不臣	124.151.21.25180.331285.2822.1324.72
下且逆乎民	124.27.4352.3432.5151
下且逆乎民	124.27.435234.3432.51515
下世之所语以为士者	124.185.454.335.4012.543.4.19.19381
下世之所语以为士者	124.185.454.335133.401250.5434.4354.19.19381
下之质	124.454.33122
下之质	124.454.331228
下也	124.525
下交不渎	124.6634.1324.441254
下亦无为也	124.66.113.4.525
下亦无为也	124.66.1135.4354.525
下以化于齐民	124.543.3235.112.6632.5151
下以化于齐民	124.5434.3235.112.6632.51515
下决肝肺	124.4151.36112.36125
下决肝肺	124.415134.36112.36125
下则贵之	124.282.8021.454
下则贵之	124.2822.802128.454
下及及五伯	124.354.354.1251.32381
下可以警示来者	124.18.543.1735.1123.168.19381
下可以警示来者	124.1802.5434.173580.11234.168.19381
下夸	124.1341
下夸	124.134115
下如授	124.598.10394
下如授	124.5980.103944
下学而上达	124.64.1325.21.13445
下学而上达	124.6458.132522.21.134454
下寿六十	124.731.66.12
下寿六十	124.73124.66.12
下当太子	124.240.1344.58
下当太子	124.2401.1344.58
下必有为为天下用	124.65.13.4.4.1134.124.351
下必有为为天下用	124.65.132511.4354.4354.1134.124.35112
下无以为人	124.113.543.4.34
下无以为人	124.1135.5434.4354.34
下有为也	124.13.4.525
下有为也	124.132511.4354.525
下有桀	124.13.9015
下有桀	124.132511.901522
下泊宫	124.44381.4680
下泊宫	124.44381.468080
下法方地	124.44.60.195
下法方地	124.441954.60.19525
下潜黄泉	124.441131.188.3812
下潜黄泉	124.441131.188334.381254
下烁山川之精	124.693524.20.322.454.687
下烁山川之精	124.693524.20.322.454.687121
下睽山川之精	124.82561.20.322.454.687
下睽山川之精	124.825614.20.322.454.687121
下级诸侯	124.55354.40193.32519
下级诸侯	124.55354.401931.325194
下绝地纪	124.55355.195.555
下绝地纪	124.553555.19525.55515
下而不上	124.1325.1324.21
下而不上	124.132522.1324.21
下而饮	124.1325.30353
下而饮	124.132522.303534
下船而来	124.93.1325.168
下船而来	124.933580.132522.168
下蟠于地	124.2636.112.195
下蟠于地	124.263683.112.19525
下观而化也	124.5425.1325.3235.525
下观而化也	124.542535.132522.3235.525
下顺从也	124.3221.3434.525
下顺从也	124.322138.3434.525
不	1324
不上不下	1324.21.1324.124
不与之为怪	1324.151.454.4.4954
不与之为怪	1324.151.454.4354.495419
不与之为谋	1324.151.454.4.4018
不与之为谋	1324.151.454.4354.401812
不与其退也	1324.151.70.034.525
不与其退也	1324.151.70.03454.525
不与劳动就不能	1324.151.17455.11545.41.1324.5
不与劳动就不能	1324.151.174553.115453.412344.1324.542515
不与化为人	1324.151.3235.4.34
不与化为人	1324.151.3235.4354.34
不与己同则反	1324.151.515.25.282.3354
不与己同则反	1324.151.515.25180.2822.3354
不与民共利	1324.151.5151.1834.922
不与民共利	1324.151.51515.1834.9222
不与物交	1324.151.313.6634
不与物交	1324.151.313533.6634
不丑穷	1324.5211.4653
不为也	1324.4.525
不为也	1324.4354.525
不为功名	1324.4.12153.90
不为功名	1324.4354.12153.9080
不为爱人	1324.4.39.34
不为爱人	1324.4354.394514.34
不为社者	1324.4.62.19381
不为社者	1324.4354.6219.19381
不为祸始	1324.4.6280.59548
不为祸始	1324.4354.628024.595480
不为福先	1324.4.621.319
不为福先	1324.4354.621803.31935
不为穷约趋俗	1324.4.4653.5535.7635.329
不为穷约趋俗	1324.4354.4653.55354.763501.3294
不为酒困	1324.4.447.2512
不为酒困	1324.4354.4475.25121
不为采纳	1324.4.3912.5525
不为采纳	1324.4354.3912.552534
不主常声	1324.411.242.1952
不主常声	1324.411.2425.195213
不主故常	1324.411.12809.242
不主故常	1324.411.128090.2425
不乃为大盗积者也	1324.53.4.134.413534.92803.19381.525
不乃为大盗积者也	1324.53.4354.134.413534.928034.19381.525
不义则不生	1324.434.282.1324.371
不义则不生	1324.434.2822.1324.371
不义则伤彼	1324.434.282.32315.3353
不义则伤彼	1324.434.2822.323153.335324
不义而富且贵	1324.434.1325.4618.27.8021
不义而富且贵	1324.434.132522.461803.27.802128
不乐寿	1324.352.731
不乐寿	1324.35234.73124
不习	1324.541
不习无不利	1324.541.113.1324.922
不习无不利	1324.541.1135.1324.9222
不乱群也	1324.925.0138.525
不乱群也	1324.925.013802.525
不争	1324.3501
不争	1324.35012
不事于世	1324.180.112.185
不事于世	1324.180012.112.185
不事王侯	1324.180.11.32519
不事王侯	1324.180012.11.325194
不亡以待尽	1324.415.543.33191.07
不亡以待尽	1324.415.5434.331914.07444
不亦乐乎	1324.66.352.3432
不亦乐乎	1324.66.35234.3432
不亦伤乎	1324.66.32315.3432
不亦伤乎	1324.66.323153.3432
不亦劳乎	1324.66.17455.3432
不亦劳乎	1324.66.174553.3432
不亦去人滋久	1324.66.1954.34.444356.354
不亦可乎	1324.66.18.3432
不亦可乎	1324.66.1802.3432
不亦君子乎	1324.66.01380.58.3432
不亦善乎	1324.66.4324.3432
不亦善乎	1324.66.432430.3432
不亦善乎而问之也	1324.66.4324.3432.1325.428.454.525
不亦善乎而问之也	1324.66.432430.3432.132522.4280.454.525
不亦大乎	1324.66.134.3432
不亦宜乎	1324.66.4627.3432
不亦小乎	1324.66.234.3432
不亦悲乎	1324.66.236.3432
不亦悲乎	1324.66.2365.3432
不亦惑乎	1324.66.18015.3432
不亦惑乎	1324.66.180155.3432
不亦拂乎	1324.66.1057.3432
不亦拂乎	1324.66.105732.3432
不亦甚乎	1324.66.705.3432
不亦知乎	1324.66.9480.3432
不亦说乎	1324.66.40.3432
不亦说乎	1324.66.404385.3432
不亦迂夫	1324.66.11245.1134
不亦迂夫	1324.66.112454.1134
不亦过乎	1324.66.1244.3432
不亦过乎	1324.66.124454.3432
不亦远乎	1324.66.11354.3432
不亦远乎	1324.66.113544.3432
不亦重乎	1324.66.318.3432
不亦重乎	1324.66.318121.3432
不亦难乎	1324.66.5432.3432
不亦难乎	1324.66.543241.3432
不亲指	1324.6112.1035
不亲指	1324.6112.103581
不亿不信	1324.325.1324.3240
不仁之人	1324.3211.454.34
不仁之至也	1324.3211.454.15419.525
不仁也	1324.3211.525
不仁则害人	1324.3211.282.4671.34
不仁则害人	1324.3211.2822.467180.34
不仁者	1324.3211.19381
不仁者远矣	1324.3211.19381.11354.5494
不仁者远矣	1324.3211.19381.113544.5494
不仕无义	1324.3219.113.434
不仕无义	1324.3219.1135.434
不令而信	1324.34454.1325.3240
不令而信	1324.34454.132522.3240
不令而行	1324.34454.1325.3311
不令而行	1324.34454.132522.33112
不以万物易蜩之翼	1324.543.153.313.8135.26351.454.048
不以万物易蜩之翼	1324.5434.153.313533.813533.263510.454.048314
不以事害己	1324.543.180.4671.515
不以事害己	1324.5434.180012.467180.515
不以人之卑自高也	1324.543.34.454.38131.382.418.525
不以人之卑自高也	1324.5434.34.454.381312.382.4180.525
不以人之坏自成也	1324.543.34.454.191.382.135.525
不以人之坏自成也	1324.5434.34.454.191324.382.135534.525
不以人入天	1324.543.34.34.1134
不以人入天	1324.5434.34.34.1134
不以人助天	1324.543.34.2753.1134
不以人助天	1324.5434.34.2753.1134
不以人废言	1324.543.34.475.40
不以人废言	1324.5434.34.475354.40
不以人物利害相撄	1324.543.34.313.922.4671.1282.1028
不以人物利害相撄	1324.5434.34.313533.9222.467180.1282.102829
不以兵车	1324.543.9834.77
不以兵车	1324.5434.9834.77
不以其道得之	1324.543.70.4338.338.454
不以其道得之	1324.5434.70.433824.338114.454
不以利自累也	1324.543.922.382.8356.525
不以利自累也	1324.5434.9222.382.835624.525
不以多少进退者	1324.543.909.2343.784.034.19381
不以多少进退者	1324.5434.9090.2343.78454.03454.19381
不以所用养害所养	1324.543.335.351.4332.4671.335.4332
不以所用养害所养	1324.5434.335133.35112.4332.467180.335133.4332
不以故自持	1324.543.12809.382.10191
不以故自持	1324.5434.128090.382.101914
不以旬数矣	1324.543.3581.685.5494
不以旬数矣	1324.5434.3581.685990.5494
不以死死生	1324.543.1335.1335.371
不以死死生	1324.5434.1335.1335.371
不以物挫志之谓完	1324.543.313.103439.1965.454.4083.461
不以物挫志之谓完	1324.5434.313533.103439.1965.454.408321.461135
不以物易己也	1324.543.313.8135.515.525
不以物易己也	1324.5434.313533.813533.515.525
不以王天下为己处显	1324.543.11.1134.124.4.515.9024.8122
不以王天下为己处显	1324.5434.11.1134.124.4354.515.9024.8122
不以生生死	1324.543.371.371.1335
不以生生死	1324.5434.371.371.1335
不以知穷天下	1324.543.9480.4653.1134.124
不以知穷天下	1324.5434.9480.4653.1134.124
不以知穷德	1324.543.9480.4653.3312
不以知穷德	1324.5434.9480.4653.331285
不以礼节之	1324.543.625.1752.454
不以礼节之	1324.5434.625.1752.454
不以美害生	1324.543.431.4671.371
不以美害生	1324.5434.431114.467180.371
不以辩饰知	1324.543.6140.30312.9480
不以辩饰知	1324.5434.614062.303125.9480
不以遭时自利也	1324.543.12517.811.382.922.525
不以遭时自利也	1324.5434.125174.81124.382.9222.525
不任则不利	1324.32319.282.1324.922
不任则不利	1324.32319.2822.1324.9222
不伤物者	1324.32315.313.19381
不伤物者	1324.323153.313533.19381
不似	1324.32543
不似	1324.325434
不似尔向之自多于水乎	1324.32543.3523.3258.454.382.909.112.253.3432
不似尔向之自多于水乎	1324.325434.35234.32580.454.382.9090.112.2534.3432
不似豪末之在于马体乎	1324.32543.4113.112.454.132.112.50.32121.3432
不似豪末之在于马体乎	1324.325434.4113.112.454.13219.112.50.32121.3432
不但对我国	1324.328.541.31.2
不但对我国	1324.32811.54124.312154.251141
不位乎其形	1324.3261.3432.70.783
不位乎其形	1324.3261.3432.70.78333
不使不仁者加乎其身	1324.3218.1324.3211.19381.538.3432.70.99
不使不仁者加乎其身	1324.321804.1324.3211.19381.5380.3432.70.99
不使大臣怨乎不以	1324.3218.134.72.9055.3432.1324.543
不使大臣怨乎不以	1324.321804.134.72.905565.3432.1324.5434
不使胜食气	1324.3218.363.30.97
不使胜食气	1324.321804.36371.30.97
不使能	1324.3218.5
不使能	1324.321804.542515
不保其往也	1324.3280.70.3341.525
不保其往也	1324.328012.70.33411.525
不俟驾行矣	1324.32549.53805.3311.5494
不俟驾行矣	1324.325494.538050.33112.5494
不信则不任	1324.3240.282.1324.32319
不信则不任	1324.3240.2822.1324.32319
不修而物不能离焉	1324.322.1325.313.1324.5.41345.121159
不修而物不能离焉	1324.322903.132522.313533.1324.542515.413454.121159
不像个思想家	1324.32358.342.836.12826.46
不像个思想家	1324.323584.342.8365.128265.4613
不克讼	1324.12803.40345
不克讼	1324.128035.403454
不入则止	1324.34.282.21
不入则止	1324.34.2822.21
不公平的	1324.3454.143.3
不公平的	1324.3454.1432.381354
不其然乎	1324.70.9013.3432
不其然乎	1324.70.901349.3432
不养则不可动	1324.4332.282.1324.18.11545
不养则不可动	1324.4332.2822.1324.1802.115453
不养天下之权	1324.4332.1134.124.454.1254
不内变	1324.2534.665
不内变	1324.2534.6654
不冯其子	1324.4150.70.58
不几乎一言而丧邦乎	1324.35.3432.1.40.1325.124314.7352.3432
不几乎一言而丧邦乎	1324.35.3432.1.40.132522.124314.7352.3432
不几乎一言而兴邦乎	1324.35.3432.1.40.1325.6434.7352.3432
不几乎一言而兴邦乎	1324.35.3432.1.40.132522.6434.7352.3432
不出乎害人	1324.02.3432.4671.34
不出乎害人	1324.02.3432.467180.34
不切合实际	1324.1553.94.464.52112
不切合实际	1324.1553.94.464414.521124
不利	1324.922
不利	1324.9222
不利为寇	1324.922.4.461134
不利为寇	1324.9222.4354.461134
不利君子贞	1324.922.01380.58.2128
不利君子贞	1324.9222.01380.58.2128
不利有攸往	1324.922.13.32290.3341
不利有攸往	1324.9222.132511.32290.33411
