一万八千	1.153.34.312
一言蔽之	1.40.176890.454
一言难尽	1.40.5432.07
一言难尽	1.40.543241.07444
一试身手	1.401.99.97
一试身手	1.401124.99.97
一语不发	1.4012.1324.535
一语不发	1.401250.1324.53544
一语中的	1.4012.802.3
一语中的	1.401250.802.381354
一语双关	1.4012.5454.4334
一语双关	1.401250.5454.4334
一语惊醒	1.4012.494.758
一语惊醒	1.401250.494124.758131
一语成谶	1.4012.135.403434
一语成谶	1.401250.135534.403434
一语破的	1.4012.145.3
一语破的	1.401250.145324.381354
一语道破	1.4012.4338.145
一语道破	1.401250.433824.145324
一误再误	1.4080.1252.4080
一误再误	1.408014.125211.408014
一诺千金	1.40171.312.91
一诺千金	1.401710.312.91
一读书就	1.40125.5524.41
一读书就	1.401254.5524.412344
一败如水	1.289.598.253
一败如水	1.2890.5980.2534
一败涂地	1.289.4434.195
一败涂地	1.2890.443412.19525
一贫如洗	1.34532.598.44319
一贫如洗	1.345328.5980.443195
一贯主张	1.062.411.57
一贯主张	1.0628.411.573154
一贯如此	1.062.598.213
一贯如此	1.0628.5980.2135
一贯方针	1.062.60.9112
一贯方针	1.0628.60.9112
一贴上去	1.2821.21.1954
一贴上去	1.282180.21.1954
一走了之	1.76.52.454
一起下去	1.765.124.1954
一起下去	1.76515.124.1954
一起下来	1.765.124.168
一起下来	1.76515.124.168
一起下楼	1.765.124.126
一起下楼	1.76515.124.126859
一起回去	1.765.258.1954
一起回去	1.76515.25801.1954
一起回家	1.765.258.46
一起回家	1.76515.25801.4613
一起回来	1.765.258.168
一起回来	1.76515.25801.168
一起念书	1.765.34456.5524
一起念书	1.76515.344565.5524
一起来就	1.765.168.41
一起来就	1.76515.168.412344
一起来的	1.765.168.3
一起来的	1.76515.168.381354
一起来看	1.765.168.978
一起来看	1.76515.168.9782
一路小跑	1.299.234.2935
一路小跑	1.299080.234.293555
一路平安	1.299.143.465
一路平安	1.299080.1432.4659
一路货色	1.299.32352.3552
一路货色	1.299080.323528.355215
一路走好	1.299.76.595
一路走好	1.299080.76.5958
一路走来	1.299.76.168
一路走来	1.299080.76.168
一路顺风	1.299.3221.353
一路顺风	1.299080.322138.3534
一路领先	1.299.344.319
一路领先	1.299080.344548.31935
一路风尘	1.299.353.23419
一路风尘	1.299080.3534.23419
一蹴可几	1.2941.18.35
一蹴可几	1.294124.1802.35
一蹴而就	1.2941.1325.41
一蹴而就	1.294124.132522.412344
一蹶不振	1.29134.1324.10131
一蹶不振	1.291344.1324.101314
一身二任	1.99.11.32319
一身冷汗	1.99.4134.44112
一身冷汗	1.99.413444.44112
一身是胆	1.99.8.3681
一身是胆	1.99.8176.36811
一身正气	1.99.121.97
一身清白	1.99.4471.381
一身清白	1.99.447121.381
一身臭汗	1.99.3821.44112
一身臭汗	1.99.382134.44112
一轮红日	1.773.551.81
一轮红日	1.773435.55121.81
一辆汽车	1.77125.4497.77
一辆汽车	1.771254.4497.77
一连几回	1.774.35.258
一连几回	1.77454.35.25801
一连几天	1.774.35.1134
一连几天	1.77454.35.1134
一连几次	1.774.35.41353
一连几次	1.77454.35.413534
一通百通	1.542.1381.542
一通百通	1.542514.1381.542514
一针一线	1.9112.1.5511
一针一线	1.9112.1.551154
一针见血	1.9112.2535.384
一钱不值	1.911.1324.32122
一钱不值	1.911154.1324.321227
一钱如命	1.911.598.3418
一钱如命	1.911154.5980.341802
一锅热水	1.9180.103.253
一锅热水	1.918024.103549.2534
一错再错	1.9118.1252.9118
一错再错	1.911881.125211.911881
一锤定音	1.9131.467.6181
一锤定音	1.913121.4676.6181
一键关机	1.9101.4334.1235
一键关机	1.910154.4334.1235
一键还原	1.9101.13244.133
一键还原	1.910154.132444.133814
一长一短	1.3154.1.941
一长一短	1.3154.1.941801
一门心思	1.42.65.836
一门心思	1.42.65.8365
一闪而过	1.423.1325.1244
一闪而过	1.4234.132522.124454
一问一答	1.428.1.3794
一问一答	1.4280.1.3794
一间书房	1.4281.5524.676
一间书房	1.4281.5524.6760
一间卧室	1.4281.722.4615
一间卧室	1.4281.7224.461549
一间屋子	1.4281.071.58
一间屋子	1.4281.071549.58
一阳复始	1.528.3181.59548
一阳复始	1.5281.318190.595480
一阳来复	1.528.168.3181
一阳来复	1.5281.168.318190
一隅三反	1.52812.111.3354
一隅三反	1.528124.111.3354
一隅之地	1.52812.454.195
一隅之地	1.528124.454.19525
一面之交	1.13252.454.6634
一面之交	1.132521.454.6634
一面之缘	1.13252.454.5555
一面之缘	1.132521.454.555513
一面之词	1.13252.454.4051
一面之词	1.132521.454.405180
一面镜子	1.13252.916.58
一面镜子	1.132521.916185.58
一颗种子	1.81121.928.58
一颗种子	1.811218.92802.58
一颦一笑	1.212332.1.379
一颦一笑	1.212332.1.3794
一飞冲天	1.534.41802.1134
一饮而尽	1.30353.1325.07
一饮而尽	1.303534.132522.07444
一饱眼福	1.30355.820.621
一饱眼福	1.303555.8203.621803
一馈十起	1.308.12.765
一馈十起	1.308028.12.76515
一首曲子	1.43382.25171.58
一马平川	1.50.143.322
一马平川	1.50.1432.322
一马当先	1.50.240.319
一马当先	1.50.2401.31935
一鳞半爪	1.956.432.3324
一鳞半爪	1.956892.432.3324
一鸣惊人	1.8096.494.34
一鸣惊人	1.8096.494124.34
一麟半爪	1.4768.432.3324
一麟半爪	1.476892.432.3324
一鼓作气	1.791.32312.97
一鼓作气	1.791254.323121.97
一鼻子灰	1.98.58.136
一鼻子灰	1.98.58.1369
丁丁当当	12.12.240.240
丁丁当当	12.12.2401.2401
丁氰橡胶	12.9771.123584.366
丁氰橡胶	12.977121.123584.366634
丁胺卡那	12.36465.2124.51
丁胺卡那	12.364659.2124.5152
丁腈橡胶	12.3671.123584.366
丁腈橡胶	12.367121.123584.366634
丁苯橡胶	12.1712.123584.366
丁苯橡胶	12.17121.123584.366634
丁零当啷	12.163.240.80403
丁零当啷	12.163444.2401.804032
七七事变	15.15.180.665
七七事变	15.15.180012.6654
七七八八	15.15.34.34
七上八下	15.21.34.124
七中全会	15.802.3411.341
七中全会	15.802.3411.341154
七五期间	15.1251.703.4281
七五期间	15.1251.7036.4281
七五计划	15.1251.4012.1534
七五计划	15.1251.4012.153422
七十二行	15.12.11.3311
七十二行	15.12.11.33112
七十年代	15.12.311.32154
七十年代	15.12.311212.32154
七嘴八舌	15.80213.34.92
七嘴八舌	15.802135.34.92
七国集团	15.2.3247.25123
七国集团	15.251141.324712.251231
七大军区	15.134.45.1345
七大军区	15.134.4577.1345
七尺之躯	15.074.454.9913
七尺之躯	15.074.454.991345
七年之痒	15.311.454.484
七年之痒	15.311212.454.48432
七弯八拐	15.6657.34.10805
七弯八拐	15.6657.34.108053
七情六欲	15.497.66.943
七情六欲	15.497121.66.943534
七手八脚	15.97.34.361
七手八脚	15.97.34.361952
七扭八歪	15.10521.34.132411
七扭八歪	15.105211.34.132411
七折八扣	15.1033.34.1080
七拼八凑	15.104.34.417
七拼八凑	15.104378.34.417314
七擒七纵	15.103444.15.55343
七擒七纵	15.103444.15.553434
七月七日	15.36.15.81
七月流火	15.36.444.69
七月流火	15.36.444155.69
七步之才	15.212.454.123
七步之才	15.21233.454.123
七步成诗	15.212.135.4019
七步成诗	15.21233.135534.401914
七死八活	15.1335.34.449
七死八活	15.1335.34.4492
七窍流血	15.46121.444.384
七窍流血	15.461215.444155.384
七窍生烟	15.46121.371.6925
七窍生烟	15.461215.371.692511
七老八十	15.1933.34.12
七老八十	15.19335.34.12
七荤八素	15.17457.34.715
七荤八素	15.174577.34.715624
七长八短	15.3154.34.941
七长八短	15.3154.34.941801
七零八散	15.163.34.182
七零八散	15.163444.34.182510
七零八碎	15.163.34.1441
七零八碎	15.163444.34.144132
七零八落	15.163.34.1744
七零八落	15.163444.34.174490
七青八黄	15.71.34.188
七青八黄	15.712511.34.188334
七颠八倒	15.122738.34.3215
七颠八倒	15.122738.34.321542
万万千千	153.153.312.312
万丈深渊	153.134.4445.44368
万丈深渊	153.134.444512.443682
万不得已	153.1324.338.515
万不得已	153.1324.338114.515
万世师表	153.185.231.713
万世师表	153.185.23125.713534
万世流芳	153.185.444.1760
万世流芳	153.185.444155.1760
万事亨通	153.180.4152.542
万事亨通	153.180012.4152.542514
万事俱备	153.180.3227.9083
万事俱备	153.180012.322734.9083
万事大吉	153.180.134.1980
万事大吉	153.180012.134.1980
万事如意	153.180.598.618
万事如意	153.180012.5980.618165
万事胜意	153.180.363.618
万事胜意	153.180012.36371.618165
万人空巷	153.34.4612.18345
万人空巷	153.34.46121.183455
万众一心	153.34343.1.65
万众一心	153.343434.1.65
万众瞩目	153.34343.8207.82
万众瞩目	153.343434.820734.82
万全之法	153.3411.454.44
万全之法	153.3411.454.441954
万全之策	153.3411.454.37125
万全之策	153.3411.454.371254
万劫不复	153.195453.1324.3181
万劫不复	153.195453.1324.318190
万古千秋	153.1280.312.926
万古千秋	153.1280.312.9269
万古流芳	153.1280.444.1760
万古流芳	153.1280.444155.1760
万古长存	153.1280.3154.13258
万古长春	153.1280.3154.73
万古长春	153.1280.3154.7381
万古长青	153.1280.3154.71
万古长青	153.1280.3154.712511
万夫不当	153.1134.1324.240
万夫不当	153.1134.1324.2401
万夫莫开	153.1134.1781.78
万夫莫开	153.1134.178114.78
万头攒动	153.4413.103198.11545
万头攒动	153.44134.103198.115453
万家灯火	153.46.691.69
万家灯火	153.4613.6912.69
万家生佛	153.46.371.3257
万家生佛	153.4613.371.325732
万寿无疆	153.731.113.571
万寿无疆	153.73124.1135.571911
万应灵丹	153.476.016.3541
万应灵丹	153.4764.0169.3541
万应灵药	153.476.016.1755
万应灵药	153.4764.0169.175534
万念俱灰	153.34456.3227.136
万念俱灰	153.344565.322734.1369
万无一失	153.113.1.3113
万无一失	153.1135.1.31134
万有引力	153.13.572.53
万有引力	153.132511.572.53
万木葱茏	153.12.17353.171354
万木葱茏	153.12.173535.171354
万死一生	153.1335.1.371
万死不辞	153.1335.1324.9261
万死不辞	153.1335.1324.926112
万民涂炭	153.5151.4434.201
万民涂炭	153.51515.443412.201369
万水千山	153.253.312.20
万水千山	153.2534.312.20
万点繁星	153.218.310.8137
万点繁星	153.218069.310694.81371
万物之灵	153.313.454.016
万物之灵	153.313533.454.0169
万物初醒	153.313.635.758
万物初醒	153.313533.6353.758131
万用电表	153.351.815.713
万用电表	153.35112.815.713534
万目睽睽	153.82.82561.82561
万目睽睽	153.82.825614.825614
万箭攒心	153.3743.103198.65
万箭攒心	153.374322.103198.65
万箭穿心	153.3743.4679.65
万箭穿心	153.374322.4679.65
万籁俱寂	153.37180.3227.4687
万籁俱寂	153.371808.322734.468754
万紫千红	153.21355.312.551
万紫千红	153.213554.312.55121
万缕千丝	153.5568.312.55551
万缕千丝	153.556859.312.55551
万般无奈	153.933.113.13411
万般无奈	153.933554.1135.134114
万试万灵	153.401.153.016
万试万灵	153.401124.153.0169
万语千言	153.4012.312.40
万语千言	153.401250.312.40
万象更新	153.358.181.611
万象更新	153.358034.18134.611233
万象森罗	153.358.121212.849
万象森罗	153.358034.121212.8490
万贯家财	153.062.46.2812
万贯家财	153.0628.4613.28123
万里无云	153.812.113.1154
万里无云	153.81211.1135.1154
万里晴空	153.812.8171.4612
万里晴空	153.81211.817121.46121
万里迢迢	153.812.53804.53804
万里迢迢	153.81211.538044.538044
万里长城	153.812.3154.1913
万里长城	153.81211.3154.191354
万里长征	153.812.3154.33121
万里长征	153.81211.3154.33121
万里鹏程	153.812.36369.92801
万里鹏程	153.81211.363696.928011
万马奔腾	153.50.134122.36435
万马奔腾	153.50.134122.364350
万马齐喑	153.50.6632.806181
丈二和尚	134.11.9.2480
丈二和尚	134.11.9280.2480
三三两两	111.111.1253.1253
三三两两	111.111.125344.125344
三三五五	111.111.1251.1251
三世因果	111.185.2513.8112
三世因果	111.185.251341.8112
三两个月	111.1253.342.36
三两个月	111.125344.342.36
三个代表	111.342.32154.713
三个代表	111.342.32154.713534
三个孩子	111.342.584.58
三个孩子	111.342.584154.58
三个小时	111.342.234.811
三个小时	111.342.234.81124
三中全会	111.802.3411.341
三中全会	111.802.3411.341154
三五成群	111.1251.135.0138
三五成群	111.1251.135534.013802
三人成虎	111.34.135.873
三人成虎	111.34.135534.8735
三从四德	111.3434.84.3312
三从四德	111.3434.84.331285
三令五申	111.34454.1251.83
三件事情	111.3231.180.497
三件事情	111.3231.180012.497121
三位一体	111.3261.1.32121
三元及第	111.1135.354.375
三元及第	111.1135.354.375723
三六九等	111.66.35.3719
三六九等	111.66.35.371914
三军易得	111.45.8135.338
三军易得	111.4577.813533.338114
三分之一	111.345.454.1
三分之一	111.3453.454.1
三分之二	111.345.454.11
三分之二	111.3453.454.11
三十六行	111.12.66.3311
三十六行	111.12.66.33112
三十六计	111.12.66.4012
三十而立	111.12.1325.61
三十而立	111.12.132522.61
三四十个	111.84.12.342
三四十人	111.84.12.34
三四十只	111.84.12.803
三四十只	111.84.12.8034
三四点钟	111.84.218.918
三四点钟	111.84.218069.91802
三国演义	111.2.4446.434
三国演义	111.251141.444614.434
三大作风	111.134.32312.353
三大作风	111.134.323121.3534
三大法宝	111.134.44.4611
三大法宝	111.134.441954.46114
三天三夜	111.1134.111.4132
三天三夜	111.1134.111.413290
三天两头	111.1134.1253.4413
三天两头	111.1134.125344.44134
三天打鱼	111.1134.1012.95
三头两日	111.4413.1253.81
三头两日	111.44134.125344.81
三头六臂	111.4413.66.07251
三头六臂	111.44134.66.072511
三好学生	111.595.64.371
三好学生	111.5958.6458.371
三妻四妾	111.101259.84.6159
三姑六婆	111.5912.66.44532
三姑六婆	111.591280.66.445329
三室两厅	111.4615.1253.1312
三室两厅	111.461549.125344.1312
三宫六院	111.4680.66.524
三宫六院	111.468080.66.524615
三寸之舌	111.124.454.92
三寸金莲	111.124.91.177
三寸金莲	111.124.91.177744
三尺讲台	111.074.4078.548
三尺讲台	111.074.4078.5480
三山五岳	111.20.1251.982
三山五岳	111.20.1251.9820
三岁小孩	111.2090.234.584
三岁小孩	111.2090.234.584154
三峡大坝	111.20143.134.1928
三峡大坝	111.201434.134.1928
三差两错	111.4312.1253.9118
三差两错	111.43121.125344.911881
三年五载	111.311.1251.197
三年五载	111.311212.1251.197754
三年以来	111.311.543.168
三年以来	111.311212.5434.168
三座大山	111.4734.134.20
三座大山	111.473439.134.20
三心两意	111.65.1253.618
三心两意	111.65.125344.618165
三心二意	111.65.11.618
三心二意	111.65.11.618165
三思后行	111.836.331.3311
三思后行	111.8365.33180.33112
三思而行	111.836.1325.3311
三思而行	111.8365.132522.33112
三拳两脚	111.439.1253.361
三拳两脚	111.4397.125344.361952
三推六问	111.1032.66.428
三推六问	111.103241.66.4280
三教九流	111.1935.35.444
三教九流	111.193580.35.444155
三更半夜	111.181.432.4132
三更半夜	111.18134.432.413290
三曹对案	111.125171.541.4659
三曹对案	111.125171.54124.465912
三朋四友	111.3636.84.1354
三朝元老	111.128.1135.1933
三朝元老	111.128116.1135.19335
三权分立	111.1254.345.61
三权分立	111.1254.3453.61
三查七对	111.12811.15.541
三查七对	111.12811.15.54124
三民主义	111.5151.411.434
三民主义	111.51515.411.434
三灾八难	111.4669.34.5432
三灾八难	111.4669.34.543241
三点一线	111.218.1.5511
三点一线	111.218069.1.551154
三生三世	111.371.111.185
三生有幸	111.371.13.19432
三生有幸	111.371.132511.19432
三申五令	111.83.1251.34454
三男两女	111.835.1253.59
三男两女	111.8353.125344.59
三男四女	111.835.84.59
三男四女	111.8353.84.59
三界轮回	111.833.773.258
三界轮回	111.833432.773435.25801
三番两次	111.3688.1253.41353
三番两次	111.36883.125344.413534
三番五次	111.3688.1251.41353
三番五次	111.36883.1251.413534
三番四次	111.3688.84.41353
三番四次	111.36883.84.413534
三皇五帝	111.38111.1251.6125
三省吾身	111.23438.12518.99
三省吾身	111.234382.125180.99
三级跳远	111.55354.293.11354
三级跳远	111.55354.293414.113544
三纲五常	111.55253.1251.242
三纲五常	111.552534.1251.2425
三维动画	111.5532.11545.183
三维动画	111.553241.115453.18352
三缄其口	111.55131.70.80
三缄其口	111.551314.70.80
三老五更	111.1933.1251.181
三老五更	111.19335.1251.18134
三聚氰胺	111.72543.9771.36465
三聚氰胺	111.725434.977121.364659
三藏法师	111.17135.44.231
三藏法师	111.171354.441954.23125
三街六巷	111.3319.66.18345
三街六巷	111.331912.66.183455
三角函数	111.35.5241.685
三角函数	111.35.524132.685990
三角方程	111.35.60.92801
三角方程	111.35.60.928011
三角皮带	111.35.532.174
三角皮带	111.35.53254.174525
三言两语	111.40.1253.4012
三言两语	111.40.125344.401250
三贞九烈	111.2128.35.13226
三贞九烈	111.2128.35.132269
三资企业	111.413538.3421.22
三足鼎立	111.29.8251.61
三足鼎立	111.29.825135.61
三跪九叩	111.29355.35.8052
三跪九叩	111.293555.35.8052
三长两短	111.3154.1253.941
三长两短	111.3154.125344.941801
三阳开泰	111.528.78.732
三阳开泰	111.5281.78.732414
三顾茅庐	111.1355.1754.4767
三顾茅庐	111.135518.1754.4767
三魂七魄	111.11549.15.38199
三魂七魄	111.115499.15.38199
上一下网	21.1.124.25343
上一下网	21.1.124.253434
上一会网	21.1.341.25343
上一会网	21.1.341154.253434
上一版本	21.1.3233.121
上一版本	21.1.323354.121
上一节课	21.1.1752.4081
上一节课	21.1.1752.408112
上一阶段	21.1.52343.98
上一阶段	21.1.523432.98
上上下下	21.21.124.124
上下一心	21.124.1.65
上下一致	21.124.1.1541
上下一致	21.124.1.154190
上下其手	21.124.70.97
上下同心	21.124.25.65
上下同心	21.124.25180.65
上下同欲	21.124.25.943
上下同欲	21.124.25180.943534
上下左右	21.124.131.138
上下左右	21.124.13121.1380
上下结合	21.124.5519.94
上下结合	21.124.551980.94
上不上班	21.1324.21.1143
上不上班	21.1324.21.114311
上不着天	21.1324.43.1134
上不着天	21.1324.4382.1134
上个世纪	21.342.185.555
上个世纪	21.342.185.55515
上个季度	21.342.9258.4718
上个季度	21.342.9258.471854
上个星期	21.342.8137.703
上个星期	21.342.81371.7036
上交利润	21.6634.922.4442
上交利润	21.6634.9222.444211
上会儿网	21.341.35.25343
